date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:37:09	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Mar%202021%2011:37:10%20GMT	http://www.layui.com/laydate/	E:/dev/layui/layui/www.layui.com/laydate/index.html	(from https://www.layui.com/doc/modules/laydate.html)
19:37:09	5221/5221	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%221465-IA+p42i7pH+BZRLUKfN7JPf4N3s%22	https://www.layui.com/detail/{{d.id}}	E:/dev/layui/layui/www.layui.com/detail/{{d.id}}	(from https://www.layui.com/doc/)
19:37:10	83/83	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:10%20GMT	http:../../res.layui.com/layui/dist/css/layui.css	E:/dev/layui/layui/res.layui.com/layui/dist/css/layui.css	(from https://www.layui.com/demo/)
19:37:10	4884/4884	---MCZ	200	added ('OK')	application/json	etag:W/%221314-oCLmlyGOakLy4dhKJSxGBnyWEJM%22	https://www.layui.com/demo/table/user/?page=1&limit=30	E:/dev/layui/layui/www.layui.com/demo/table/user/index29fb.html	(from https://www.layui.com/doc/modules/table.html)
19:37:11	5649/5649	---MCZ	200	added ('OK')	text/html	etag:W/%221611-BYeM3FqafCuBo0GhnjoFdPBjVb4%22	https://www.layui.com/demo/layuiAdmin.html?from=demo	E:/dev/layui/layui/www.layui.com/demo/layuiAdmin3667.html	(from https://www.layui.com/demo/)
19:37:11	57/57	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2026%20Mar%202021%2011:37:12%20GMT	https://www.layui.com/doc/element/collapse.html	E:/dev/layui/layui/www.layui.com/doc/element/collapse.5d.delayed	(from https://www.layui.com/demo/)
19:37:12	4834/4834	---M--	200	added ('OK')	image/jpeg	etag:%224E229D0D27F4956DD6537C4DF2359F68%22	http://cdn.layui.com/avatar/168.jpg?t=1490352249902	E:/dev/layui/layui/cdn.layui.com/avatar/1681872.jpg	(from https://www.layui.com/demo/)
19:37:12	14590/14590	---MCZ	200	added ('OK')	text/html	etag:W/%2238fe-nnTf3iFGNY5CEpIgHw888msZwKE%22	https://www.layui.com/demo/table/auto.html	E:/dev/layui/layui/www.layui.com/demo/table/auto.html	(from https://www.layui.com/demo/)
19:37:12	16785/16785	---MCZ	200	added ('OK')	text/html	etag:W/%224191-b7/C0hcn4J6T/UUAyyPZrweCFPs%22	https://www.layui.com/demo/table/data.html	E:/dev/layui/layui/www.layui.com/demo/table/data.html	(from https://www.layui.com/demo/)
19:37:13	14804/14804	---MCZ	200	added ('OK')	text/html	etag:W/%2239d4-OiOcGURbK30i/fX4pMvixMYg/mo%22	https://www.layui.com/demo/table/static.html	E:/dev/layui/layui/www.layui.com/demo/table/static.html	(from https://www.layui.com/demo/)
19:37:13	14335/14335	---MCZ	200	added ('OK')	text/html	etag:W/%2237ff-wjMohq2g+VFrjHFR8XrXqHJsA0o%22	https://www.layui.com/demo/table/page.html	E:/dev/layui/layui/www.layui.com/demo/table/page.html	(from https://www.layui.com/demo/)
19:37:13	16769/16769	---MCZ	200	added ('OK')	text/html	etag:W/%224181-d4qRCD8AWSyaM8wBFsy8pnn03wM%22	https://www.layui.com/demo/table/toolbar.html	E:/dev/layui/layui/www.layui.com/demo/table/toolbar.html	(from https://www.layui.com/demo/)
19:37:13	16106/16106	---MCZ	200	added ('OK')	text/html	etag:W/%223eea-Y/ft6jMPqoDle2szkKyFznhZkKs%22	https://www.layui.com/demo/table/totalRow.html	E:/dev/layui/layui/www.layui.com/demo/table/totalRow.html	(from https://www.layui.com/demo/)
19:37:14	14363/14363	---MCZ	200	added ('OK')	text/html	etag:W/%22381b-3BbEjCYf69AnPQCiowZeGxrsJZA%22	https://www.layui.com/demo/table/checkbox.html	E:/dev/layui/layui/www.layui.com/demo/table/checkbox.html	(from https://www.layui.com/demo/)
19:37:14	14936/14936	---MCZ	200	added ('OK')	text/html	etag:W/%223a58-tJL8apPw8qRw3Y7AzoCsv+t/jiQ%22	https://www.layui.com/demo/table/radio.html	E:/dev/layui/layui/www.layui.com/demo/table/radio.html	(from https://www.layui.com/demo/)
19:37:14	14617/14617	---MCZ	200	added ('OK')	text/html	etag:W/%223919-37BJdn0sepy8UqzQVF7ely4qqmU%22	https://www.layui.com/demo/table/cellEdit.html	E:/dev/layui/layui/www.layui.com/demo/table/cellEdit.html	(from https://www.layui.com/demo/)
19:37:15	15152/15152	---MCZ	200	added ('OK')	text/html	etag:W/%223b30-/qJt0o23bPgoEfAOvqmNd+ZXmWE%22	https://www.layui.com/demo/table/form.html	E:/dev/layui/layui/www.layui.com/demo/table/form.html	(from https://www.layui.com/demo/)
19:37:15	15025/15025	---MCZ	200	added ('OK')	text/html	etag:W/%223ab1-XjyFF9K9HBcU00sLZ//lUm04Ye4%22	https://www.layui.com/demo/table/style.html	E:/dev/layui/layui/www.layui.com/demo/table/style.html	(from https://www.layui.com/demo/)
19:37:15	14433/14433	---MCZ	200	added ('OK')	text/html	etag:W/%223861-cxuvzIzMCgXM7LYcz2NpOKfvB5c%22	https://www.layui.com/demo/table/fixed.html	E:/dev/layui/layui/www.layui.com/demo/table/fixed.html	(from https://www.layui.com/demo/)
19:37:15	16717/16717	---MCZ	200	added ('OK')	text/html	etag:W/%22414d-R4xjyZqODCb72WqE0aLTRHBsWVk%22	https://www.layui.com/demo/table/operate.html	E:/dev/layui/layui/www.layui.com/demo/table/operate.html	(from https://www.layui.com/demo/)
19:37:16	15442/15442	---MCZ	200	added ('OK')	text/html	etag:W/%223c52-Q40u3WUqz5c9xmzQzVCTULLPxg4%22	https://www.layui.com/demo/table/parseData.html	E:/dev/layui/layui/www.layui.com/demo/table/parseData.html	(from https://www.layui.com/demo/)
19:37:16	15214/15214	---MCZ	200	added ('OK')	text/html	etag:W/%223b6e-r+BK2bQ6UrvvsidWC3OXGGTHHCQ%22	https://www.layui.com/demo/table/onrow.html	E:/dev/layui/layui/www.layui.com/demo/table/onrow.html	(from https://www.layui.com/demo/)
19:37:16	15212/15212	---MCZ	200	added ('OK')	text/html	etag:W/%223b6c-Fx/l1DJACk/lehmFt82HLt9aZHM%22	https://www.layui.com/demo/table/reload.html	E:/dev/layui/layui/www.layui.com/demo/table/reload.html	(from https://www.layui.com/demo/)
19:37:17	14362/14362	---MCZ	200	added ('OK')	text/html	etag:W/%22381a-HrIBzaFLjjdX522voFIuiHCuoTI%22	https://www.layui.com/demo/table/height.html	E:/dev/layui/layui/www.layui.com/demo/table/height.html	(from https://www.layui.com/demo/)
19:37:17	14128/14128	---MCZ	200	added ('OK')	text/html	etag:W/%223730-EpgxKTE2dmqrYWaafva1rjbEnVI%22	https://www.layui.com/demo/table/initSort.html	E:/dev/layui/layui/www.layui.com/demo/table/initSort.html	(from https://www.layui.com/demo/)
19:37:18	82/82	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:18%20GMT	http:../../res.layui.com/images/layui/demo/1.png	E:/dev/layui/layui/res.layui.com/images/layui/demo/1.png	(from https://www.layui.com/demo/)
19:37:18	14736/14736	---MCZ	200	added ('OK')	text/html	etag:W/%223990-OjQaqNXf8x5caCN3FnZ3pZTGuBc%22	https://www.layui.com/demo/table/cellEvent.html	E:/dev/layui/layui/www.layui.com/demo/table/cellEvent.html	(from https://www.layui.com/demo/)
19:37:18	82/82	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:18%20GMT	http:../../res.layui.com/images/layui/demo/2.png	E:/dev/layui/layui/res.layui.com/images/layui/demo/2.png	(from https://www.layui.com/demo/)
19:37:18	82/82	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:19%20GMT	http:../../res.layui.com/images/layui/demo/3.png	E:/dev/layui/layui/res.layui.com/images/layui/demo/3.png	(from https://www.layui.com/demo/)
19:37:19	82/82	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:19%20GMT	http:../../res.layui.com/images/layui/demo/4.png	E:/dev/layui/layui/res.layui.com/images/layui/demo/4.png	(from https://www.layui.com/demo/)
19:37:19	82/82	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:19%20GMT	http:../../res.layui.com/images/layui/demo/5.png	E:/dev/layui/layui/res.layui.com/images/layui/demo/5.png	(from https://www.layui.com/demo/)
19:37:19	82/82	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:19%20GMT	http:../../res.layui.com/images/layui/demo/6.png	E:/dev/layui/layui/res.layui.com/images/layui/demo/6.png	(from https://www.layui.com/demo/)
19:37:19	82/82	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:20%20GMT	http:../../res.layui.com/images/layui/demo/7.png	E:/dev/layui/layui/res.layui.com/images/layui/demo/7.png	(from https://www.layui.com/demo/)
19:37:20	12627/12627	---M--	200	added ('OK')	image/png	etag:%22FDD5AE6C7C5C4F3222C68DA3D5E7B1E3%22	https://cdn.layui.com/upload/2017_3/168_1488985841996_23077.png	E:/dev/layui/layui/cdn.layui.com/upload/2017_3/168_1488985841996_23077.png	(from https://www.layui.com/demo/)
19:37:20	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Mar%202021%2011:37:21%20GMT	http://www.layui.com/robots.txt		(from https://www.layui.com/alone.html)
19:37:20	83/83	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:21%20GMT	http:../../res.layui.com/layui/dist/css/layui.css?t=202139	E:/dev/layui/layui/res.layui.com/layui/dist/css/layui636b.css	(from https://www.layui.com/about/relatedlinks.html)
19:37:21	80/80	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:21%20GMT	http:../../res.layui.com/static/css/global.css?t=202139	E:/dev/layui/layui/res.layui.com/static/css/global636b.css	(from https://www.layui.com/about/relatedlinks.html)
19:37:21	2969/2969	---MCZ	200	added ('OK')	text/css	etag:W/%226041ba63-b99%22	https://www.layui.com/layuiadmin/style.css?t=202139	E:/dev/layui/layui/www.layui.com/layuiadmin/style636b.css	(from https://www.layui.com/about/relatedlinks.html)
19:37:22	24572/24572	---MCZ	200	added ('OK')	text/html	etag:W/%225ffc-17800bff76a%22	https://www.layui.com/layuiadmin/std/dist/views/	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/index.html	(from https://www.layui.com/layuiadmin/)
19:37:23	1498/1498	---MCZ	200	added ('OK')	text/html	etag:W/%225da-178555cd935%22	https://www.layui.com/layuiadmin/pro/	E:/dev/layui/layui/www.layui.com/layuiadmin/pro/index.html	(from https://www.layui.com/layuiadmin/)
19:37:30	45853/45853	---M--	200	added ('OK')	image/png	etag:%2250E06D03B84EBF1D39E205762156F8F6%22	http://cdn.layui.com/upload/2018_5/168_1527690320778_88701.png	E:/dev/layui/layui/cdn.layui.com/upload/2018_5/168_1527690320778_88701.png	(from https://www.layui.com/about/relatedlinks.html)
19:37:31	78/78	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:31%20GMT	http:../../res.layui.com/layui/dist/layui.js?t=202139	E:/dev/layui/layui/res.layui.com/layui/dist/layui.81636b.delayed	(from https://www.layui.com/about/relatedlinks.html)
19:37:32	3359/3359	---MCZ	200	added ('OK')	application/javascript	etag:W/%226041ba63-d1f%22	https://www.layui.com/layuiadmin/homepage.js?t=202139	E:/dev/layui/layui/www.layui.com/layuiadmin/homepage636b.js	(from https://www.layui.com/about/relatedlinks.html)
19:37:32	83/83	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:33%20GMT	http:../../res.layui.com/layui/dist/css/layui.css?t=202101121	E:/dev/layui/layui/res.layui.com/layui/dist/css/layui.837fbf.delayed	(from https://www.layui.com/about/relatedlinks.html)
19:37:33	80/80	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:33%20GMT	http:../../res.layui.com/static/css/global.css?t=202101121	E:/dev/layui/layui/res.layui.com/static/css/global7fbf.css	(from https://www.layui.com/about/relatedlinks.html)
19:37:33	4939/4939	---MCZ	200	added ('OK')	text/css	etag:W/%226038a6e3-134b%22	https://www.layui.com/layim/style.css?t=20210226	E:/dev/layui/layui/www.layui.com/layim/style7ffc.css	(from https://www.layui.com/about/relatedlinks.html)
19:37:33	89/89	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:34%20GMT	http:../../res.layui.com/static/images/layui/logo.png)
19:37:37	19542/19542	---M--	200	added ('OK')	image/png	etag:%225be72e8e-4c56%22	https://www.layui.com/layim/imageslogo.png)
19:37:38	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Mar%202021%2011:37:38%20GMT	http://www.layui.com/demo/layim.html	E:/dev/layui/layui/www.layui.com/demo/layim.88.delayed	(from https://www.layui.com/about/relatedlinks.html)
19:37:40	23835/23835	---MCZ	200	added ('OK')	text/html	etag:W/%225d1b-qQt7exg3zs5f8nD8cgA9dHpr+ew%22	https://www.layui.com/demo/layim.html	E:/dev/layui/layui/www.layui.com/demo/layim.html	(from https://www.layui.com/about/relatedlinks.html)
19:37:46	161513/161513	---M--	200	added ('OK')	image/png	etag:%226C51E339CE3755432383741179B3F7D9%22	http://cdn.layui.com/upload/2018_5/168_1527689303593_64334.png	E:/dev/layui/layui/cdn.layui.com/upload/2018_5/168_1527689303593_64334.png	(from https://www.layui.com/about/relatedlinks.html)
19:37:48	8190/8190	---M--	200	added ('OK')	image/png	etag:%225be72e8e-1ffe%22	https://www.layui.com/layim/images/footer.png	E:/dev/layui/layui/www.layui.com/layim/images/footer.png	(from https://www.layui.com/about/relatedlinks.html)
19:37:48	78/78	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:48%20GMT	http:../../res.layui.com/layui/dist/layui.js?t=202101121	E:/dev/layui/layui/res.layui.com/layui/dist/layui.8c7fbf.delayed	(from https://www.layui.com/about/relatedlinks.html)
19:37:49	172920/172920	---M--	200	added ('OK')	image/png	etag:%225972DA27A12FA663EDAAD61566D8FAEF%22	http://cdn.layui.com/upload/2018_5/168_1527689318747_88659.png	E:/dev/layui/layui/cdn.layui.com/upload/2018_5/168_1527689318747_88659.png	(from https://www.layui.com/about/relatedlinks.html)
19:37:50	4834/4834	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202013%2018:06:40%20GMT	http://tva1.sinaimg.cn/crop.0.0.118.118.180/5db11ff4gw1e77d3nqrv8j203b03cweg.jpg	E:/dev/layui/layui/tva1.sinaimg.cn/crop.0.0.118.118.180/5db11ff4gw1e77d3nqrv8j203b03cweg.jpg	(from https://www.layui.com/doc/element/layout.html)
19:37:50	2398/2398	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260426a39-95e%22	https://www.layui.com/layim/demo.js?t=202136	E:/dev/layui/layui/www.layui.com/layim/demo1962.js	(from https://www.layui.com/about/relatedlinks.html)
19:37:50	77/77	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:50%20GMT	http:../../res.layui.com/layui/src/layui.js?t=1616653624947	E:/dev/layui/layui/res.layui.com/layui/src/layui.8f9815.delayed	(from https://www.layui.com/doc/element/layout.html)
19:37:50	77/77	---M--	403	error ('Forbidden')	text/html	date:Fri,%2026%20Mar%202021%2011:37:50%20GMT	http:../../res.layui.com/layui/src/layui.js?t=1616653625022	E:/dev/layui/layui/res.layui.com/layui/src/layuifd01.js	(from https://www.layui.com/demo/admin.html)
19:37:53	3351/3351	---MCZ	200	added ('OK')	application/json	etag:W/%22d17-16b1aa0a8e1%22	https://www.layui.com/test/table/demo3.json	E:/dev/layui/layui/www.layui.com/test/table/demo3.json	(from https://www.layui.com/demo/table.html)
19:37:54	74337/74337	---MCZ	200	added ('OK')	text/css	etag:W/%22605762e4-12261%22	https://www.layui.com/layuiadmin/std/dist/layuiadmin/layui/css/layui.css	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/layuiadmin/layui/css/layui.css	(from https://www.layui.com/layuiadmin/)
19:37:55	21143/21143	---MCZ	200	added ('OK')	text/css	etag:W/%22605762e3-5297%22	https://www.layui.com/layuiadmin/std/dist/layuiadmin/style/admin.css	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/layuiadmin/style/admin.css	(from https://www.layui.com/layuiadmin/)
19:37:55	115556/115556	---M--	200	added ('OK')	image/jpeg	etag:%224E7DDB60BAF9A83C7BAF560EBD0D1C01%22	http://cdn.layui.com/upload/2021_3/168_1615825722357_92399.jpg	E:/dev/layui/layui/cdn.layui.com/upload/2021_3/168_1615825722357_92399.jpg	(from https://www.layui.com/about/relatedlinks.html)
19:37:55	5898/5898	---MCZ	200	added ('OK')	text/html	etag:W/%22170a-17800bff4cf%22	https://www.layui.com/layuiadmin/std/dist/views/template/search.html?keywords=	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/template/search3f0e.html	(from https://www.layui.com/layuiadmin/)
19:37:55	286250/286250	---M--	200	added ('OK')	image/jpeg	etag:%220FE7B2B2FB5BDEAC3D2A5AB4BF35A2EE%22	http://cdn.layui.com/images/layuiAdmin-show.jpg	E:/dev/layui/layui/cdn.layui.com/images/layuiAdmin-show.jpg	(from https://www.layui.com/about/relatedlinks.html)
19:37:55	5183/5183	---MCZ	200	added ('OK')	text/html	etag:W/%22143f-17800bff37a%22	https://www.layui.com/layuiadmin/std/dist/views/set/user/info.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/set/user/info.html	(from https://www.layui.com/layuiadmin/)
19:37:55	2592/2592	---MCZ	200	added ('OK')	text/html	etag:W/%22a20-17800bff37a%22	https://www.layui.com/layuiadmin/std/dist/views/set/user/password.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/set/user/password.html	(from https://www.layui.com/layuiadmin/)
19:37:56	14282/14282	---MCZ	200	added ('OK')	text/html	etag:W/%2237ca-178555a4ad3%22	https://www.layui.com/layuiadmin/std/dist/views/home/console.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/home/console.html	(from https://www.layui.com/layuiadmin/)
19:37:56	10255/10255	---MCZ	200	added ('OK')	text/html	etag:W/%22280f-17800bff370%22	https://www.layui.com/layuiadmin/std/dist/views/home/homepage1.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/home/homepage1.html	(from https://www.layui.com/layuiadmin/)
19:37:56	14412/14412	---MCZ	200	added ('OK')	text/html	etag:W/%22384c-17800bff370%22	https://www.layui.com/layuiadmin/std/dist/views/home/homepage2.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/home/homepage2.html	(from https://www.layui.com/layuiadmin/)
19:37:56	3599/3599	---MCZ	200	added ('OK')	text/html	etag:W/%22e0f-17800bff712%22	https://www.layui.com/layuiadmin/std/dist/views/component/grid/list.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/grid/list.html	(from https://www.layui.com/layuiadmin/)
19:37:57	3753/3753	---MCZ	200	added ('OK')	text/html	etag:W/%22ea9-17800bff712%22	https://www.layui.com/layuiadmin/std/dist/views/component/grid/mobile.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/grid/mobile.html	(from https://www.layui.com/layuiadmin/)
19:37:57	2842/2842	---MCZ	200	added ('OK')	text/html	etag:W/%22b1a-17800bff712%22	https://www.layui.com/layuiadmin/std/dist/views/component/grid/mobile-pc.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/grid/mobile-pc.html	(from https://www.layui.com/layuiadmin/)
19:37:57	2940/2940	---MCZ	200	added ('OK')	text/html	etag:W/%22b7c-17800bff712%22	https://www.layui.com/layuiadmin/std/dist/views/component/grid/all.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/grid/all.html	(from https://www.layui.com/layuiadmin/)
19:37:57	4667/4667	---MCZ	200	added ('OK')	text/html	etag:W/%22123b-17800bff711%22	https://www.layui.com/layuiadmin/std/dist/views/component/grid/stack.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/grid/stack.html	(from https://www.layui.com/layuiadmin/)
19:37:58	2948/2948	---MCZ	200	added ('OK')	text/html	etag:W/%22b84-17800bff712%22	https://www.layui.com/layuiadmin/std/dist/views/component/grid/speed-dial.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/grid/speed-dial.html	(from https://www.layui.com/layuiadmin/)
19:37:58	10202/10202	---MCZ	200	added ('OK')	text/html	etag:W/%2227da-17800bff574%22	https://www.layui.com/layuiadmin/std/dist/views/component/button/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/button/index.html	(from https://www.layui.com/layuiadmin/)
19:37:58	11463/11463	---MCZ	200	added ('OK')	text/html	etag:W/%222cc7-17800bff554%22	https://www.layui.com/layuiadmin/std/dist/views/component/form/element.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/form/element.html	(from https://www.layui.com/layuiadmin/)
19:37:59	13414/13414	---MCZ	200	added ('OK')	text/html	etag:W/%223466-17800bff554%22	https://www.layui.com/layuiadmin/std/dist/views/component/form/group.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/form/group.html	(from https://www.layui.com/layuiadmin/)
19:37:59	10025/10025	---MCZ	200	added ('OK')	text/html	etag:W/%222729-17800bff5db%22	https://www.layui.com/layuiadmin/std/dist/views/component/nav/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/nav/index.html	(from https://www.layui.com/layuiadmin/)
19:37:59	7809/7809	---MCZ	200	added ('OK')	text/html	etag:W/%221e81-17800bff537%22	https://www.layui.com/layuiadmin/std/dist/views/component/tabs/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/tabs/index.html	(from https://www.layui.com/layuiadmin/)
19:37:59	6036/6036	---MCZ	200	added ('OK')	text/html	etag:W/%221794-17800bff559%22	https://www.layui.com/layuiadmin/std/dist/views/component/progress/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/progress/index.html	(from https://www.layui.com/layuiadmin/)
19:38:00	10952/10952	---MCZ	200	added ('OK')	text/html	etag:W/%222ac8-17800bff548%22	https://www.layui.com/layuiadmin/std/dist/views/component/panel/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/panel/index.html	(from https://www.layui.com/layuiadmin/)
19:38:00	3964/3964	---MCZ	200	added ('OK')	text/html	etag:W/%22f7c-17800bff54d%22	https://www.layui.com/layuiadmin/std/dist/views/component/badge/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/badge/index.html	(from https://www.layui.com/layuiadmin/)
19:38:00	5940/5940	---MCZ	200	added ('OK')	text/html	etag:W/%221734-17800bff563%22	https://www.layui.com/layuiadmin/std/dist/views/component/timeline/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/timeline/index.html	(from https://www.layui.com/layuiadmin/)
19:38:00	4888/4888	---MCZ	200	added ('OK')	text/html	etag:W/%221318-17800bff5cc%22	https://www.layui.com/layuiadmin/std/dist/views/component/anim/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/anim/index.html	(from https://www.layui.com/layuiadmin/)
19:38:01	3618/3618	---MCZ	200	added ('OK')	text/html	etag:W/%22e22-17800bff59b%22	https://www.layui.com/layuiadmin/std/dist/views/component/auxiliar/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/auxiliar/index.html	(from https://www.layui.com/layuiadmin/)
19:38:01	11107/11107	---MCZ	200	added ('OK')	text/html	etag:W/%222b63-17800bff753%22	https://www.layui.com/layuiadmin/std/dist/views/component/table/static.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/table/static.html	(from https://www.layui.com/layuiadmin/)
19:38:01	6623/6623	---MCZ	200	added ('OK')	text/html	etag:W/%2219df-17800bff5c6%22	https://www.layui.com/layuiadmin/std/dist/views/component/transfer/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/transfer/index.html	(from https://www.layui.com/layuiadmin/)
19:38:02	11206/11206	---MCZ	200	added ('OK')	text/html	etag:W/%222bc6-17800bff543%22	https://www.layui.com/layuiadmin/std/dist/views/component/tree/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/tree/index.html	(from https://www.layui.com/layuiadmin/)
19:38:02	7013/7013	---MCZ	200	added ('OK')	text/html	etag:W/%221b65-17800bff585%22	https://www.layui.com/layuiadmin/std/dist/views/component/colorpicker/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/colorpicker/index.html	(from https://www.layui.com/layuiadmin/)
19:38:02	7446/7446	---MCZ	200	added ('OK')	text/html	etag:W/%221d16-17800bff5aa%22	https://www.layui.com/layuiadmin/std/dist/views/component/slider/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/slider/index.html	(from https://www.layui.com/layuiadmin/)
19:38:02	5057/5057	---MCZ	200	added ('OK')	text/html	etag:W/%2213c1-17800bff53e%22	https://www.layui.com/layuiadmin/std/dist/views/component/rate/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/rate/index.html	(from https://www.layui.com/layuiadmin/)
19:38:03	9686/9686	---MCZ	200	added ('OK')	text/html	etag:W/%2225d6-17800bff58d%22	https://www.layui.com/layuiadmin/std/dist/views/component/carousel/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/carousel/index.html	(from https://www.layui.com/layuiadmin/)
19:38:03	6986/6986	---MCZ	200	added ('OK')	text/html	etag:W/%221b4a-17800bff568%22	https://www.layui.com/layuiadmin/std/dist/views/component/flow/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/flow/index.html	(from https://www.layui.com/layuiadmin/)
19:38:03	3742/3742	---MCZ	200	added ('OK')	text/html	etag:W/%22e9e-17800bff593%22	https://www.layui.com/layuiadmin/std/dist/views/component/util/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/util/index.html	(from https://www.layui.com/layuiadmin/)
19:38:04	5710/5710	---MCZ	200	added ('OK')	text/html	etag:W/%22164e-17800bff56f%22	https://www.layui.com/layuiadmin/std/dist/views/component/code/index.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/component/code/index.html	(from https://www.layui.com/layuiadmin/)
19:38:04	18897/18897	---MCZ	200	added ('OK')	text/html	etag:W/%2249d1-17800bff4d0%22	https://www.layui.com/layuiadmin/std/dist/views/template/personalpage.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/template/personalpage.html	(from https://www.layui.com/layuiadmin/)
19:38:04	12248/12248	---MCZ	200	added ('OK')	text/html	etag:W/%222fd8-17800bff4cf%22	https://www.layui.com/layuiadmin/std/dist/views/template/addresslist.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/template/addresslist.html	(from https://www.layui.com/layuiadmin/)
19:38:04	8598/8598	---MCZ	200	added ('OK')	text/html	etag:W/%222196-17800bff4cf%22	https://www.layui.com/layuiadmin/std/dist/views/template/caller.html	E:/dev/layui/layui/www.layui.com/layuiadmin/std/dist/views/template/caller.html	(from https://www.layui.com/layuiadmin/)
